Batch,Loss
0,0.018412234058534163
1,0.025707142320940568
2,0.022127494989905492
3,0.011297018952194095
4,0.008000916710785486
5,0.013321094720053118
6,0.009203396087081785
7,0.03681477018727776
8,0.02333971083862616
9,0.013354897609817805
0,0.025385749756565254
1,0.009291859777210254
2,0.0160015938095098
3,0.009227459987811598
4,0.003832693780683976
5,0.006553305160892486
6,0.007898477052144231
7,0.011293124065204042
8,0.01232678234286555
9,0.01829925705562831
0,0.022204253952687755
1,0.026767952293236367
2,0.03390265088471853
3,0.008697639148541417
4,0.0035699221649867405
5,0.035036785993899755
6,0.018548699007605415
7,0.08663505926592362
8,0.03118140078721337
9,0.024363348661666857
Batch,Loss
0,0.021762395155316642
1,0.01987432625164123
2,0.0023671219894406043
3,0.011599250641766342
4,0.035404594165537644
Batch,Loss
0,0.012853163364112708
1,0.02197004820554311
2,0.011427245032889926
3,0.0013717129708899127
Batch,Loss
Batch,Loss
0,0.02341923756885001
1,0.030156532901601182
2,0.01847856953236739
3,0.02364787811656187
4,0.016383052685161954
5,0.022235282283850615
6,0.044382773515708
7,0.04318426586882788
8,0.038580727654469
9,0.03919742765628615
0,0.06898852893198466
1,0.013709446843761498
2,0.11596803364368811
3,0.04355274482415487
4,0.03453789322718576
5,0.09876850964136322
6,0.01977463624020049
7,0.011765513254042289
8,0.03797497143313019
9,0.10544417072141253
0,0.15451218934632427
1,0.025309569904895354
2,0.07974949409501061
3,0.06420973493541844
4,0.04592275000936354
5,0.009541842303698577
6,0.056627077482208396
7,0.023936853934820892
8,0.036696318990678066
9,0.04806720070655045
0,0.019675883071682464
1,0.008043913632785617
2,0.25915018796809175
3,0.014173552613765156
4,0.028438348748030483
5,0.09538813620682608
6,0.022905709418757955
7,0.025212608124966306
8,0.05218156231557301
9,0.011856623779088386
Batch,Loss
0,0.015872826120620298
1,0.017419657716040697
2,0.021652516633870685
3,0.007719225913678154
4,0.02607677429991883
5,0.003902732721910287
6,0.011846522696780751
7,0.028531091527167325
8,0.010432625902686617
9,0.0345294803371799
0,0.11046200015743073
1,0.026397856794214216
2,0.0876977818665665
3,0.008164648180756696
4,0.041746350999870535
5,0.04087862360951447
6,0.03227104150719012
7,0.02297947657160927
8,0.031620007696978925
9,0.0315912475236425
0,0.0501785364953478
1,0.025250764686242943
2,0.009167685854470716
3,0.008696111833086665
4,0.02678509264865004
5,0.008909400196218406
6,0.0368748505672081
7,0.03095044848574328
8,0.02688646051358818
9,0.034392082499861955
0,0.005555798617439161
1,0.0029501131926027283
2,0.010840015739946614
3,0.007785113280349439
4,0.04862863206894702
5,0.04653883259140936
6,0.01124319896046032
7,0.02312175751305802
8,0.030762104973765622
9,0.048372498020721674
Batch,Loss
Batch,Loss
Batch,Loss
Batch,Loss
